ticker,yes_bid,yes_ask,last_price,volume
KXNFLTOTAL-26SEP27ARISF-30,0.9300,0.9400,0.9300,495.81
KXNFLTOTAL-26SEP27ARISF-49,0.4700,0.4800,0.4800,4145.60
KXNFLTOTAL-26SEP27ARISF-36,0.8400,0.8500,0.8400,148.57
KXNFLTOTAL-26SEP27ARISF-51,0.4200,0.4300,0.4200,260.01
KXNFLTOTAL-26SEP27ARISF-69,0.0700,0.0800,0.0700,8241.86
KXNFLTOTAL-26SEP27ARISF-63,0.1500,0.1600,0.1500,2965.45
KXNFLTOTAL-26SEP27ARISF-46,0.5800,0.5900,0.0000,0.00
KXNFLTOTAL-26SEP27ARISF-39,0.7800,0.7900,0.0000,0.00
KXNFLTOTAL-26SEP27ARISF-54,0.3300,0.3500,0.3400,1.71
KXNFLTOTAL-26SEP27ARISF-60,0.1900,0.2000,0.2000,1447.71
KXNFLTOTAL-26SEP27ARISF-50,0.4400,0.4600,0.4500,562.52
KXNFLTOTAL-26SEP27ARISF-47,0.5500,0.5600,0.5600,266.67
KXNFLTOTAL-26SEP27ARISF-33,0.9000,0.9100,0.8900,79.35
KXNFLTOTAL-26SEP27ARISF-66,0.0900,0.1000,0.1000,3352.65
KXNFLTOTAL-26SEP27ARISF-48,0.5200,0.5300,0.5300,5384.10
KXNFLTOTAL-26SEP27ARISF-42,0.6900,0.7000,0.6800,1468.12
KXNFLTOTAL-26SEP27ARISF-57,0.2600,0.2800,0.2600,2.00
KXNFLTOTAL-26SEP27ARISF-27,0.9500,0.9700,0.9700,281.75
KXNFLTOTAL-26SEP27ARISF-45,0.6100,0.6200,0.6200,3.00
