player,team,pos,opp,pts_ppr,pass_att,pass_cmp,pass_inc,pass_yd,pass_td,pass_int,pass_sack,pass_fd,rush_att,rush_yd,rush_td,rush_fd,rec,rec_tgt,rec_yd,rec_td,rec_fd,fum_lost,pts_allow,fgm,xpm,sack,int,fum_rec,def_td
Darion Griswold,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Njoku,LAC,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troy Mangen,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Davis,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Samuel Shenker,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanner Arkin,NE,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trevon Wesco,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.J. Uzomah,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Scotland-Williamson,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gunnar Oakes,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalton Keene,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irv Smith,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoff Swaim,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Lauter,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artayvious Lynn,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethan Conner,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Peck,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam Pitz,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan Stokes,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Royer,CLE,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neal Johnson,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noah Togiai,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clay Burton,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyatt Houston,CAR,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rivaldo Fairweather,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Davidson,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chig Okonkwo,WAS,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephen Carlson,CHI,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Estes,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Westover,WAS,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blake Bell,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eni Falayi,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evan Svoboda,LAC,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Zaruba,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameron Brate,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jibri Blount,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cole Turner,MIA,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Larson,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
JJ Galbreath,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pat Conroy,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Pederson,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Frohnapfel,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Braunecker,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chase Harrell,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joel Wilson,TEN,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jared Pinkney,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lincoln Sefcik,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Griffin,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devon Garrison,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garrett Celek,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colin Granger,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joel Honigford,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeShon Williams,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tip Reiman,ARI,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacob Breeland,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shane Zylstra,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kent Taylor,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
