player,team,pos,opp,solo,ast,sack,int,pd,tfl,ff,fr,def_td
Dane Belton,NYJ,DB,DET,2.17,2.01,0.05,0.05,0.27,0.05,0.11,0.05,
Keisean Nixon,GB,CB,ATL,3.18,1.13,,0.11,0.48,0.16,0.05,0.05,
Chamarri Conner,KC,DB,MIA,4.3,1.54,0.12,0.06,0.37,0.25,0.12,,
Nate Wiggins,BAL,CB,DAL,3.22,1.11,,0.19,0.81,0.06,,,
Kamren Kinchens,LAR,DB,DEN,2.46,1.34,0.05,0.11,0.32,0.05,,0.05,
Ja'Quan McMillian,DEN,CB,LAR,2.09,0.82,0.1,0.1,0.46,0.26,0.05,,
Keith Abney,DET,DB,NYJ,0.42,0.3,,0.18,2.85,,,,
Kerby Joseph,DET,DB,NYJ,0.91,0.91,,0.18,0.55,0.06,,,
Montaric Brown,JAX,DB,NE,2.55,0.52,0.12,0.12,0.58,0.12,,,
Ji'Ayir Brown,SF,DB,ARI,2.67,1.86,,0.12,0.35,0.12,,0.06,
Jessie Bates,ATL,DB,GB,2.93,2.04,,0.15,0.35,0.1,0.05,,
Riq Woolen,PHI,DB,CHI,1.86,0.73,,0.11,0.73,0.06,,0.06,
Kam Curl,LAR,DB,DEN,2.55,2.27,0.06,0.06,0.28,0.11,0.06,0.06,
Jaycee Horn,CAR,CB,CLE,1.57,0.78,,0.17,0.56,0.11,,,
Alontae Taylor,TEN,DB,NYG,2.66,1.11,0.1,0.1,0.58,0.29,0.05,,
Talanoa Hufanga,DEN,DB,LAR,3.2,1.9,0.05,0.11,0.49,0.22,0.05,,
Reed Blankenship,HOU,DB,IND,3.0,1.67,,0.11,0.28,,,0.06,
Mike Sainristil,WAS,DB,SEA,2.3,1.31,,0.14,0.56,0.05,0.05,,
Carlton Davis,NE,CB,JAX,2.48,0.72,,0.11,0.61,0.11,,0.06,
Donte Jackson,LAC,CB,BUF,0.99,0.66,,0.17,0.61,0.11,,,
Zyon McCollum,TB,DB,MIN,2.7,0.97,,0.11,0.49,0.05,,0.05,
Mike Jackson,CAR,CB,CLE,2.9,0.84,,0.16,0.9,0.16,,,
Xavier Woods,CHI,DB,PHI,1.86,1.09,,0.16,0.26,0.05,,,
Malik Muhammad,CHI,CB,PHI,2.07,1.04,0.1,0.1,0.16,0.16,,,
Kyler Gordon,CHI,DB,PHI,1.92,0.98,0.05,0.05,0.21,0.1,0.05,0.05,
Jalen Ramsey,PIT,CB,CIN,2.3,1.25,0.1,0.1,0.35,0.25,,,
Jalen Thompson,DAL,DB,BAL,3.45,2.16,,0.06,0.41,0.18,0.06,0.06,
Jourdan Lewis,JAX,CB,NE,1.22,1.1,0.06,0.06,0.52,0.12,,0.06,
Grant Delpit,CLE,DB,CAR,2.52,2.19,0.08,0.05,0.16,0.16,,0.05,
Nohl Williams,KC,CB,MIA,2.54,1.33,0.06,0.12,0.64,0.23,,,
