player,team,pos,opp,pts_ppr,pass_att,pass_cmp,pass_inc,pass_yd,pass_td,pass_int,pass_sack,pass_fd,rush_att,rush_yd,rush_td,rush_fd,rec,rec_tgt,rec_yd,rec_td,rec_fd,fum_lost,pts_allow,fgm,xpm,sack,int,fum_rec,def_td
Matt Wile,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,
JJ Molson,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel Plascencia,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Santoso,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin MacGinnis,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kai Forbath,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Wright,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Blewitt,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colton Theaker,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansei Matsuzawa,LV,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redford Jones,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greg Joseph,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor Bertolet,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton Hatfield,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Johnson,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Vogel,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlie Smyth,NO,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Tucker,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quinn Nordin,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Meyer,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noah Rauschenberg,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maddux Trujillo,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenny Krieg,GB,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Hoyland,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthew Wright,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vincent Blanchard,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Bryant,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake Verity,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brayden Narveson,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Seibert,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Prater,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthew Trickett,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marshall Morgan,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cade York,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caden Davis,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Marvin,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt McCrane,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cody Parkey,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Garibay,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lirim Hajrullahu,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Rohrwasser,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ty Long,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Quevedo,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christopher Dunn,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zane Gonzalez,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam Ficken,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trey Wolff,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Nugent,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Podlesny,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Coe,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randy Bullock,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabe Brkic,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas Havrisik,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jude McAtamney,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephen Hauschka,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mason Crosby,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Sciba,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caleb Shudak,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robbie Gould,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tucker McCann,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden Lewis,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake Moody,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Baron,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Freeman,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Hale,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark McNamee,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valentino Ambrosio,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dustin Hopkins,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramiz Ahmed,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergio Castillo,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Kessman,CAR,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cole Murphy,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andy Phillips,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Younghoe Koo,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Manton,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anders Carlson,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greg Zuerlein,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cole Hedlund,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanner Brown,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Ferrin,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex McNulty,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phillip Andersen,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kansas City Chiefs,KC,DEF,MIA,9.33,,,,,,,,,,,,,,,,,,,17.5,,,3.04,0.85,0.64,0.21
Seattle Seahawks,SEA,DEF,WAS,9.22,,,,,,,,,,,,,,,,,,,16.5,,,2.58,0.88,0.6,0.22
Philadelphia Eagles,PHI,DEF,CHI,9.12,,,,,,,,,,,,,,,,,,,18.25,,,2.71,0.88,0.59,0.24
Green Bay Packers,GB,DEF,ATL,8.84,,,,,,,,,,,,,,,,,,,19.25,,,2.82,0.8,0.6,0.2
