player,team,pos,opp,pts_ppr,pass_att,pass_cmp,pass_inc,pass_yd,pass_td,pass_int,pass_sack,pass_fd,rush_att,rush_yd,rush_td,rush_fd,rec,rec_tgt,rec_yd,rec_td,rec_fd,fum_lost,pts_allow,fgm,xpm,sack,int,fum_rec,def_td
Michael Palardy,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Badgley,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ross Martin,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethan Sanchez,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aldrick Rosas,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graham Gano,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blake Haubeil,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Lambo,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Lunsford,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Turner,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tristan Vizcaino,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joshua Karty,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parker Romo,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Mevis,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Geelen,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jon Brown,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke Drzewiecki,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominik Eberle,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Kim,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Succop,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor Russolino,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Sauls,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Naggar,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mason Shipley,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Vinatieri,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parker White,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jose Borregales,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,
