player,team,pos,opp,solo,ast,sack,int,pd,tfl,ff,fr,def_td
Caden Curry,IND,DL,HOU,0.16,0.05,0.05,,,0.05,,,
Zeek Biggers,MIA,DL,KC,0.15,0.1,0.05,,,0.05,,,
Tonka Hemingway,LV,DT,NO,0.22,0.16,0.05,,,0.05,,,
T.J. Slaton,CIN,DT,PIT,0.8,0.9,0.05,,,0.16,,,
Shy Tuttle,WAS,DT,SEA,0.15,0.2,0.05,,,0.05,,,
Jerry Tillery,IND,DT,HOU,0.16,0.05,0.05,,,0.05,,,
Oluwafemi Oladejo,TEN,DL,NYG,0.1,0.05,0.05,,,0.05,,,
Jordan Jackson,DEN,DL,LAR,0.16,0.16,0.05,,,0.05,,,
DaVon Hamilton,JAX,DT,NE,1.09,1.14,0.05,,,0.11,,,
L.J. Collier,ARI,DE,SF,0.16,0.16,0.05,,,0.05,,,
Josh Tupou,NYG,DT,TEN,0.11,0.11,0.05,,,0.05,,,
Gabriel Rubio,PIT,DL,CIN,0.11,0.11,0.05,,,0.05,,,
George Gumbs,IND,DE,HOU,0.16,0.05,0.05,,,0.05,,,
Adin Huntington,CLE,DT,CAR,0.05,0.11,0.05,,,0.05,,,
Jordan Phillips,MIA,DL,KC,0.41,0.3,0.05,,0.05,0.05,,,
Joshua Farmer,NE,DL,JAX,0.11,0.11,0.05,,,0.05,,,
Leonard Taylor,NE,DL,JAX,0.11,0.11,0.05,,,0.05,,,
Darius Robinson,ARI,DL,SF,1.23,1.12,0.05,,,0.27,,,
Javon Kinlaw,WAS,DT,SEA,0.15,0.2,0.05,,,0.05,,,
Solomon Thomas,TEN,DT,NYG,0.1,0.05,0.05,,,0.05,,,
Rakeem Nunez-Roches,TB,DT,MIN,0.16,0.05,0.05,,,0.76,,,
Truman Jones,TEN,DE,NYG,0.1,0.05,0.05,,,0.05,,,
