player,team,pos,opp,solo,ast,sack,int,pd,tfl,ff,fr,def_td
Jaylen Reed,NE,DB,JAX,0.22,0.22,,,0.05,,,,
Marques Sigle,SF,DB,ARI,1.3,1.79,,,0.12,,,,
Azareye'h Thomas,NYJ,DB,DET,0.27,0.27,,,1.08,,,,
Qwan'tez Stiggers,NYJ,CB,DET,0.27,0.27,,,0.05,,,,
JL Skinner,DEN,DB,LAR,0.22,0.22,,,0.05,,,,
Ameer Speed,DAL,CB,BAL,0.35,0.41,,,,,,,
Darrell Luter,LV,CB,NO,0.27,0.27,,,0.05,,,,
Sydney Brown,ATL,DB,GB,1.32,0.79,,,0.05,,,,
Benjamin St-Juste,GB,DB,ATL,0.29,0.29,,,0.29,,,,
Brandon Cisse,GB,DB,ATL,1.03,0.63,,,0.17,,,,
Kamal Hadden,GB,DB,ATL,0.29,0.29,,,0.06,,,,
Kitan Oladapo,GB,DB,ATL,0.29,0.29,,,0.06,,,,
Malcolm DeWalt,ATL,CB,GB,0.32,0.26,,,0.05,,,,
DeMarcco Hellams,ATL,DB,GB,0.32,0.26,,,0.05,,,,
