player,team,pos,opp,pts_ppr,pass_att,pass_cmp,pass_inc,pass_yd,pass_td,pass_int,pass_sack,pass_fd,rush_att,rush_yd,rush_td,rush_fd,rec,rec_tgt,rec_yd,rec_td,rec_fd,fum_lost,pts_allow,fgm,xpm,sack,int,fum_rec,def_td
Malik Washington,MIA,WR,KC,9.51,,,,,,,,,0.98,4.76,0.05,0.48,3.66,5.62,37.68,0.22,3.77,0.02,,,,,,,
Carnell Tate,TEN,WR,NYG,9.46,,,,,,,,,0.1,0.48,0.0,0.05,3.71,6.45,44.58,0.2,4.46,0.01,,,,,,,
Romeo Doubs,NE,WR,JAX,9.36,,,,,,,,,,,,,3.3,5.32,47.57,0.22,4.76,0.01,,,,,,,
Dontayvion Wicks,PHI,WR,CHI,9.28,,,,,,,,,0.03,0.16,0.0,0.02,3.2,5.04,43.2,0.29,4.32,0.01,,,,,,,
Adonai Mitchell,NYJ,WR,DET,9.23,,,,,,,,,0.05,0.19,0.0,0.02,3.17,6.51,46.3,0.23,4.63,0.01,,,,,,,
Jordan Addison,MIN,WR,TB,9.22,,,,,,,,,0.3,2.58,0.02,0.26,2.92,5.22,42.21,0.28,4.22,0.01,,,,,,,
KC Concepcion,CLE,WR,CAR,9.2,,,,,,,,,0.76,3.47,0.04,0.35,3.53,5.03,37.08,0.23,3.71,0.02,,,,,,,
Michael Pittman,PIT,WR,CIN,9.16,,,,,,,,,0.03,0.16,0.0,0.02,3.62,5.37,42.91,0.21,4.29,0.01,,,,,,,
Wan'Dale Robinson,TEN,WR,NYG,8.95,,,,,,,,,0.22,1.24,0.01,0.12,3.76,5.81,40.54,0.16,4.05,0.02,,,,,,,
Brian Thomas,JAX,WR,NE,8.95,,,,,,,,,0.21,1.11,0.01,0.11,3.11,5.43,43.9,0.21,4.39,0.01,,,,,,,
Rome Odunze,CHI,WR,PHI,8.85,,,,,,,,,0.06,0.23,0.0,0.02,3.01,6.02,45.0,0.22,4.5,0.01,,,,,,,
Quentin Johnston,LAC,WR,BUF,8.8,,,,,,,,,0.18,0.81,0.01,0.08,2.78,5.51,42.64,0.27,4.26,0.01,,,,,,,
Tre Tucker,LV,WR,NO,8.72,,,,,,,,,0.47,2.01,0.01,0.2,2.97,5.31,40.02,0.25,4.0,0.01,,,,,,,
Mack Hollins,NE,WR,JAX,8.5,,,,,,,,,0.04,0.2,0.0,0.02,3.46,5.3,40.41,0.16,4.04,0.01,,,,,,,
Rashid Shaheed,SEA,WR,WAS,8.38,,,,,,,,,0.7,4.66,0.02,0.47,2.54,4.25,38.87,0.23,3.89,0.01,,,,,,,
Jakobi Meyers,JAX,WR,NE,8.3,,,,,,,,,0.27,1.26,0.01,0.13,3.32,4.91,37.79,0.17,3.78,0.01,,,,,,,
Ryan Flournoy,DAL,WR,BAL,7.81,,,,,,,,,0.18,0.81,0.01,0.08,3.03,4.31,35.53,0.18,3.55,0.01,,,,,,,
Pat Bryant,DEN,WR,LAR,7.43,,,,,,,,,0.09,0.54,0.0,0.05,2.92,4.66,33.68,0.18,3.37,0.01,,,,,,,
Kayshon Boutte,HOU,WR,IND,7.37,,,,,,,,,,,,,2.41,4.13,38.29,0.19,3.83,0.01,,,,,,,
DeMario Douglas,NE,WR,JAX,7.33,,,,,,,,,0.35,1.34,0.01,0.13,3.03,4.42,34.06,0.12,3.41,0.02,,,,,,,
Keenan Allen,IND,WR,HOU,7.25,,,,,,,,,,,,,3.18,4.9,32.72,0.13,3.27,0.01,,,,,,,
Cooper Kupp,SEA,WR,WAS,7.22,,,,,,,,,0.07,0.38,0.0,0.04,2.41,3.71,34.98,0.21,3.5,0.01,,,,,,,
Tre' Harris,LAC,WR,BUF,7.14,,,,,,,,,0.12,0.63,0.0,0.06,2.77,4.79,35.11,0.13,3.51,0.01,,,,,,,
Keon Coleman,BUF,WR,LAC,7.07,,,,,,,,,0.04,0.17,0.0,0.02,2.5,4.13,34.5,0.18,3.45,0.01,,,,,,,
Tyquan Thornton,KC,WR,MIA,6.99,,,,,,,,,,,,,2.17,3.49,34.13,0.23,3.41,0.01,,,,,,,
Jauan Jennings,MIN,WR,TB,6.97,,,,,,,,,,,,,2.18,3.47,28.16,0.33,2.82,0.01,,,,,,,
Marvin Harrison,ARI,WR,SF,6.91,,,,,,,,,,,,,2.27,4.79,34.75,0.19,3.47,0.01,,,,,,,
Kalif Raymond,CHI,WR,PHI,6.75,,,,,,,,,0.19,0.93,0.0,0.09,2.77,3.85,30.81,0.13,3.08,0.01,,,,,,,
Jalen Nailor,LV,WR,NO,6.55,,,,,,,,,0.24,0.81,0.01,0.08,2.14,3.82,29.22,0.23,2.92,0.01,,,,,,,
Malachi Fields,NYG,WR,TEN,6.4,,,,,,,,,0.06,0.25,0.0,0.03,2.19,3.79,31.77,0.17,3.18,0.01,,,,,,,
Makai Lemon,PHI,WR,CHI,6.35,,,,,,,,,0.26,1.27,0.01,0.13,2.63,3.57,25.83,0.16,2.58,0.01,,,,,,,
Jerry Jeudy,CLE,WR,CAR,5.87,,,,,,,,,0.07,0.36,0.0,0.04,2.34,4.07,28.06,0.11,2.81,0.01,,,,,,,
Ted Hurst,TB,WR,MIN,5.73,,,,,,,,,0.08,0.34,0.0,0.03,1.97,4.12,28.39,0.15,2.84,0.01,,,,,,,
Kendrick Bourne,ARI,WR,SF,5.65,,,,,,,,,,,,,2.28,3.29,26.78,0.12,2.68,0.01,,,,,,,
Roman Wilson,PIT,WR,CIN,5.49,,,,,,,,,0.03,0.13,0.0,0.01,2.1,3.57,24.51,0.15,2.45,0.01,,,,,,,
Calvin Ridley,TEN,WR,NYG,5.41,,,,,,,,,0.04,0.23,0.0,0.02,1.81,3.33,27.22,0.14,2.72,0.01,,,,,,,
Xavier Hutchinson,HOU,WR,IND,5.23,,,,,,,,,0.07,0.38,0.0,0.04,1.87,3.5,27.6,0.09,2.76,0.01,,,,,,,
Isaiah Williams,NYJ,WR,DET,5.05,,,,,,,,,0.2,1.22,0.01,0.12,2.3,3.0,20.01,0.1,2.0,0.01,,,,,,,
Jack Bech,LV,WR,NO,4.99,,,,,,,,,0.05,0.21,0.0,0.02,1.82,2.87,21.81,0.16,2.18,0.01,,,,,,,
