player,team,pos,opp,pts_ppr,pass_att,pass_cmp,pass_inc,pass_yd,pass_td,pass_int,pass_sack,pass_fd,rush_att,rush_yd,rush_td,rush_fd,rec,rec_tgt,rec_yd,rec_td,rec_fd,fum_lost,pts_allow,fgm,xpm,sack,int,fum_rec,def_td
Jacory Croskey-Merritt,WAS,RB,SEA,10.31,,,,,,,,,13.08,48.01,0.54,4.8,1.23,1.57,8.09,0.04,0.81,0.05,,,,,,,
MarShawn Lloyd,GB,RB,ATL,10.15,,,,,,,,,10.89,46.18,0.33,4.62,1.7,2.26,12.05,0.12,1.21,0.05,,,,,,,
Jadarian Price,SEA,RB,WAS,9.99,,,,,,,,,11.72,57.62,0.31,5.76,1.08,1.37,9.5,0.07,0.95,0.05,,,,,,,
Tyjae Spears,TEN,RB,NYG,8.75,,,,,,,,,7.37,35.26,0.3,3.53,2.0,2.23,12.32,0.04,1.23,0.03,,,,,,,
Blake Corum,LAR,RB,DEN,8.33,,,,,,,,,11.02,49.93,0.35,4.99,0.69,1.0,3.85,0.03,0.39,0.05,,,,,,,
Alvin Kamara,NO,RB,LV,8.04,,,,,,,,,7.9,28.15,0.27,2.82,2.06,2.34,11.38,0.08,1.14,0.04,,,,,,,
Woody Marks,HOU,RB,IND,7.84,,,,,,,,,9.57,33.56,0.18,3.36,1.6,2.11,13.14,0.09,1.31,0.04,,,,,,,
Kenny Gainwell,TB,RB,MIN,7.62,,,,,,,,,7.17,27.56,0.22,2.76,1.87,2.34,12.96,0.06,1.3,0.03,,,,,,,
Kyle Monangai,CHI,RB,PHI,7.58,,,,,,,,,10.31,45.27,0.2,4.53,0.96,1.38,7.3,0.04,0.73,0.04,,,,,,,
Tyler Allgeier,ARI,RB,SF,7.11,,,,,,,,,9.0,34.27,0.19,3.43,1.37,1.49,8.87,0.05,0.89,0.04,,,,,,,
Justice Hill,BAL,RB,DAL,6.94,,,,,,,,,3.18,15.68,0.13,1.57,2.08,2.4,18.18,0.12,1.82,0.02,,,,,,,
Chris Brooks,GB,RB,ATL,6.87,,,,,,,,,6.21,29.39,0.16,2.94,1.47,1.94,9.54,0.1,0.95,0.03,,,,,,,
Keaton Mitchell,LAC,RB,BUF,6.7,,,,,,,,,5.48,31.6,0.19,3.16,1.23,1.56,8.89,0.05,0.89,0.03,,,,,,,
Rachaad White,WAS,RB,SEA,6.63,,,,,,,,,5.91,21.67,0.07,2.17,2.37,2.58,13.48,0.06,1.35,0.03,,,,,,,
Emanuel Wilson,SEA,RB,WAS,6.58,,,,,,,,,7.92,37.59,0.19,3.76,0.8,0.92,6.32,0.05,0.63,0.03,,,,,,,
Braelon Allen,NYJ,RB,DET,6.33,,,,,,,,,6.51,27.71,0.29,2.77,0.87,1.07,6.3,0.06,0.63,0.03,,,,,,,
Raheim Sanders,CLE,RB,CAR,6.02,,,,,,,,,4.91,19.37,0.11,1.94,1.72,2.04,11.75,0.09,1.17,0.03,,,,,,,
George Holani,SEA,RB,WAS,5.57,,,,,,,,,4.77,20.42,0.14,2.04,1.15,1.53,10.36,0.08,1.04,0.02,,,,,,,
Kaelon Black,SF,RB,ARI,5.53,,,,,,,,,6.64,30.82,0.13,3.08,0.83,0.93,5.97,0.05,0.6,0.03,,,,,,,
Devin Singletary,NYG,RB,TEN,5.31,,,,,,,,,6.75,26.89,0.22,2.69,0.67,0.75,5.02,0.03,0.5,0.03,,,,,,,
Travis Homer,PIT,RB,CIN,5.15,,,,,,,,,3.65,18.75,0.12,1.88,1.24,1.52,9.5,0.06,0.95,,,,,,,,
Samaje Perine,CIN,RB,PIT,5.15,,,,,,,,,4.7,17.09,0.13,1.71,1.41,1.59,9.84,0.05,0.98,0.02,,,,,,,
Emmett Johnson,KC,RB,MIA,5.04,,,,,,,,,3.64,15.3,0.14,1.53,1.15,1.32,10.27,0.08,1.03,0.02,,,,,,,
Chris Rodriguez,JAX,RB,NE,4.71,,,,,,,,,5.3,22.89,0.22,2.29,0.5,0.68,4.13,0.03,0.41,0.02,,,,,,,
Kaleb Johnson,GB,RB,ATL,4.53,,,,,,,,,5.82,21.98,0.15,2.2,0.67,0.97,4.93,0.05,0.49,0.03,,,,,,,
Brian Robinson,ATL,RB,GB,4.38,,,,,,,,,5.6,21.49,0.14,2.15,0.68,0.86,4.94,0.04,0.49,0.02,,,,,,,
Tank Bigsby,PHI,RB,CHI,4.05,,,,,,,,,3.64,18.12,0.16,1.81,0.57,0.8,5.03,0.04,0.5,0.02,,,,,,,
DeeJay Dallas,MIN,RB,TB,3.9,,,,,,,,,2.5,10.56,0.07,1.06,1.23,1.37,7.91,0.07,0.79,0.01,,,,,,,
Emari Demercado,DAL,RB,BAL,3.89,,,,,,,,,3.22,17.7,0.09,1.77,0.81,1.01,5.82,0.03,0.58,0.02,,,,,,,
Najee Harris,NYG,RB,TEN,3.88,,,,,,,,,5.52,21.4,0.16,2.14,0.43,0.5,3.21,0.01,0.32,0.02,,,,,,,
AJ Dillon,CAR,RB,CLE,3.69,,,,,,,,,4.67,18.69,0.12,1.87,0.56,0.64,3.5,0.04,0.35,,,,,,,,
Ollie Gordon,MIA,RB,KC,3.5,,,,,,,,,4.95,12.14,0.15,1.21,0.69,0.86,4.81,0.04,0.48,0.02,,,,,,,
Mike Washington,LV,RB,NO,3.16,,,,,,,,,3.52,13.62,0.07,1.36,0.62,0.96,4.94,0.04,0.49,0.02,,,,,,,
Ameer Abdullah,JAX,RB,NE,2.77,,,,,,,,,2.35,9.93,0.06,0.99,0.76,0.82,4.52,0.04,0.45,0.01,,,,,,,
Eli Heidenreich,PIT,RB,CIN,2.66,,,,,,,,,2.92,16.12,0.11,1.61,0.17,0.26,1.72,0.01,0.17,0.01,,,,,,,
Will Shipley,PHI,RB,CHI,2.57,,,,,,,,,1.77,5.92,0.04,0.59,0.84,1.01,6.28,0.04,0.63,0.01,,,,,,,
Demond Claiborne,MIN,RB,TB,2.55,,,,,,,,,2.69,9.93,0.08,0.99,0.53,0.61,3.66,0.03,0.37,0.01,,,,,,,
Ray Davis,BUF,RB,LAC,2.36,,,,,,,,,3.04,13.99,0.07,1.4,0.24,0.29,2.15,0.02,0.21,0.01,,,,,,,
Nicholas Singleton,TEN,RB,NYG,2.29,,,,,,,,,3.2,14.73,0.11,1.47,0.09,0.11,0.59,0.0,0.06,0.01,,,,,,,
Ty Johnson,BUF,RB,LAC,2.22,,,,,,,,,1.84,7.46,0.06,0.75,0.49,0.65,4.06,0.04,0.41,0.01,,,,,,,
Sione Vaki,DET,RB,NYJ,2.12,,,,,,,,,3.47,15.05,0.09,1.5,0.03,0.05,0.38,0.0,0.04,0.01,,,,,,,
Kaytron Allen,WAS,RB,SEA,1.96,,,,,,,,,2.66,9.18,0.05,0.92,0.4,0.56,2.68,0.02,0.27,0.01,,,,,,,
Jaleel McLaughlin,CLE,RB,CAR,1.91,,,,,,,,,1.16,6.16,0.05,0.62,0.51,0.64,3.37,0.03,0.34,0.01,,,,,,,
Kyle Juszczyk,SF,FB,ARI,1.85,,,,,,,,,0.12,0.51,0.0,0.05,0.67,0.87,6.59,0.07,0.66,0.0,,,,,,,
LeQuint Allen,JAX,RB,NE,1.84,,,,,,,,,0.97,3.7,0.02,0.37,0.71,0.86,4.42,0.04,0.44,0.01,,,,,,,
CJ Donaldson,NO,RB,LV,1.68,,,,,,,,,1.16,4.3,0.04,0.43,0.49,0.67,3.38,0.03,0.34,,,,,,,,
Seth McGowan,IND,RB,HOU,1.66,,,,,,,,,2.16,7.13,0.06,0.71,0.28,0.39,2.05,0.01,0.21,0.01,,,,,,,
Hunter Luepke,DAL,FB,BAL,1.54,,,,,,,,,0.6,2.25,0.02,0.23,0.56,0.7,4.94,0.02,0.49,0.0,,,,,,,
Tyler Badie,DEN,RB,LAR,1.42,,,,,,,,,0.81,3.84,0.02,0.38,0.46,0.6,3.28,0.02,0.33,0.0,,,,,,,
Jacob Saylors,DET,RB,NYJ,1.41,,,,,,,,,1.04,4.94,0.03,0.49,0.34,0.43,2.74,0.02,0.27,0.01,,,,,,,
Kimani Vidal,LAC,RB,BUF,0.88,,,,,,,,,0.77,3.42,0.02,0.34,0.2,0.26,1.49,0.01,0.15,0.0,,,,,,,
Connor Heyward,LV,RB,NO,0.87,,,,,,,,,0.43,1.49,0.02,0.15,0.29,0.39,2.26,0.02,0.23,0.0,,,,,,,
Tyrone Tracy,NYG,RB,TEN,0.81,,,,,,,,,1.05,4.57,0.02,0.46,0.1,0.12,0.84,0.01,0.08,0.0,,,,,,,
Jordan James,SF,RB,ARI,0.73,,,,,,,,,0.95,4.67,0.03,0.47,0.05,0.06,0.38,0.0,0.04,0.0,,,,,,,
Tyler Goodson,DAL,RB,BAL,0.72,,,,,,,,,0.37,1.46,0.01,0.15,0.26,0.33,1.74,0.01,0.17,0.0,,,,,,,
Isaiah Davis,NYJ,RB,DET,0.67,,,,,,,,,0.49,2.52,0.02,0.25,0.14,0.16,1.06,0.01,0.11,0.0,,,,,,,
Alec Ingold,LAC,FB,BUF,0.66,,,,,,,,,0.73,2.89,0.03,0.29,0.1,0.13,0.76,0.0,0.08,0.0,,,,,,,
Brashard Smith,KC,RB,MIA,0.66,,,,,,,,,0.56,2.22,0.02,0.22,0.15,0.19,1.21,0.01,0.12,0.0,,,,,,,
Corey Kiner,NE,RB,JAX,0.55,,,,,,,,,0.81,3.27,0.02,0.33,0.05,0.06,0.38,0.0,0.04,,,,,,,,
Tahj Brooks,CIN,RB,PIT,0.53,,,,,,,,,0.85,2.47,0.02,0.25,0.08,0.1,0.61,0.0,0.06,0.0,,,,,,,
Dean Connors,LAR,RB,DEN,0.46,,,,,,,,,0.56,2.21,0.02,0.22,0.07,0.1,0.46,0.0,0.05,0.0,,,,,,,
DJ Giddens,IND,RB,HOU,0.42,,,,,,,,,0.41,1.41,0.01,0.14,0.11,0.16,0.79,0.01,0.08,0.0,,,,,,,
Sean Tucker,TB,RB,MIN,0.41,,,,,,,,,0.43,1.46,0.02,0.15,0.06,0.09,0.49,0.01,0.05,0.0,,,,,,,
Dylan Laube,LV,RB,NO,0.4,,,,,,,,,0.54,1.35,0.01,0.13,0.09,0.12,0.62,0.01,0.06,0.0,,,,,,,
Rasheen Ali,BAL,RB,DAL,0.31,,,,,,,,,0.12,0.49,0.0,0.05,0.1,0.12,0.93,0.01,0.09,0.0,,,,,,,
Julius Chestnut,TEN,RB,NYG,0.3,,,,,,,,,0.28,1.29,0.01,0.13,0.06,0.09,0.48,0.0,0.05,0.0,,,,,,,
