player,team,pos,opp,solo,ast,sack,int,pd,tfl,ff,fr,def_td
Olsen Pierre,,DT,,,,,,,,,,
Keir Thomas,LAR,DE,,,,,,,,,,
Jose Ramirez,NE,DL,,,,,,,,,,
Tyler Johnson,,DE,,,,,,,,,,
Mychealon Thomas,,DE,,,,,,,,,,
Porter Gustin,,DE,,,,,,,,,,
George Obinna,,LB,,,,,,,,,,
Mike Purcell,,NT,,,,,,,,,,
Raekwon Davis,,DT,,,,,,,,,,
Lord Hyeamang,,DT,,,,,,,,,,
Carl Davis,,DT,,,,,,,,,,
Kenny Bigelow,,DT,,,,,,,,,,
Quinton Bell,,LB,,,,,,,,,,
Lawrence Okoye,,DT,,,,,,,,,,
Clinton McDonald,,DE,,,,,,,,,,
John Penisini,,NT,,,,,,,,,,
Markus Pierce-Brewster,,DE,,,,,,,,,,
Fabien Lovett,,DL,,,,,,,,,,
Sam Roberts,,DE,,,,,,,,,,
Malik Langham,,DL,,,,,,,,,,
Andrew Chatfield,,DE,,,,,,,,,,
BJ Ojulari,JAX,DE,,,,,,,,,,
Dion Jordan,,DE,,,,,,,,,,
Tyrell Thompson,,DT,,,,,,,,,,
Deadrin Senat,,DT,,,,,,,,,,
C.J. Brewer,,DT,,,,,,,,,,
Cameron McLeod,,DE,,,,,,,,,,
Bryant Jones,,NT,,,,,,,,,,
Kingsley Keke,,DE,,,,,,,,,,
Kerry Hyder,,DE,,,,,,,,,,
Neil Farrell,,DL,,,,,,,,,,
Jeremiah Attaochu,,LB,,,,,,,,,,
Lee Autry,,DT,,,,,,,,,,
James Ester,,DT,,,,,,,,,,
Jacob Tuioti-Mariner,,LB,,,,,,,,,,
Miles Brown,,NT,,,,,,,,,,
Cameron Botticelli,,DE,,,,,,,,,,
Nesta Jade Silvera,,DT,,,,,,,,,,
Justin Ellis,,DT,,,,,,,,,,
Daeshon Hall,,DE,,,,,,,,,,
Manny Jones,,DT,,,,,,,,,,
Cam Ball,IND,DT,,,,,,,,,,
Evan Anderson,,DL,,,,,,,,,,
Christian Dowell,,NT,,,,,,,,,,
Benton Whitley,,DE,,,,,,,,,,
Jayln Holmes,,DT,,,,,,,,,,
Ogbo Okoronkwo,SF,LB,,,,,,,,,,
Matthew Butler,,DL,,,,,,,,,,
Amani Bledsoe,,DE,,,,,,,,,,
Jerron Cage,,DT,,,,,,,,,,
Shareef Miller,,LB,,,,,,,,,,
Chris Wormley,,DT,,,,,,,,,,
D.J. Pettway,,DE,,,,,,,,,,
Guy Thomas,,DE,,,,,,,,,,
Phil Hoskins,,DT,,,,,,,,,,
Daniel Ekuale,,DT,,,,,,,,,,
Parker Cothren,,DT,,,,,,,,,,
Shakel Brown,,DT,,,,,,,,,,
Parker Petersen,CAR,DT,,,,,,,,,,
R.J. McIntosh,,DT,,,,,,,,,,
Daviyon Nixon,,DT,,,,,,,,,,
Terrell Lewis,,LB,,,,,,,,,,
Michael Fletcher,,DE,,,,,,,,,,
Dylan Horton,HOU,DL,,,,,,,,,,
Gerald Willis,,NT,,,,,,,,,,
Marcell Frazier,,DE,,,,,,,,,,
Abdullah Anderson,,DE,,,,,,,,,,
Jordan Willis,,DE,,,,,,,,,,
Dee Ford,,DE,,,,,,,,,,
Daelin Hayes,,LB,,,,,,,,,,
Samuel Dankah,,DL,,,,,,,,,,
Jah Joyner,,DE,,,,,,,,,,
Khordae Sydnor,CLE,DL,,,,,,,,,,
Jihad Ward,MIN,DE,,,,,,,,,,
Curtis Weaver,,DE,,,,,,,,,,
Zach VanValkenburg,,DE,,,,,,,,,,
Michael Dwumfour,,DT,,,,,,,,,,
Savion Jackson,,DE,,,,,,,,,,
Martin Ifedi,,DE,,,,,,,,,,
Nigel Williams,,DT,,,,,,,,,,
Adam Shuler,,DE,,,,,,,,,,
Alexander Williams,,DL,,,,,,,,,,
Kalil Morris,,DT,,,,,,,,,,
Caraun Reid,LAC,DT,,,,,,,,,,
Eddy Wilson,,DT,,,,,,,,,,
Caleb Brantley,,DE,,,,,,,,,,
Lerentee McCray,,DE,,,,,,,,,,
Prince Dorbah,,DL,,,,,,,,,,
Denzell Perine,,DE,,,,,,,,,,
Jay Toia,ARI,DT,,,,,,,,,,
Kyle Phillips,,DT,,,,,,,,,,
Robert Quinn,,LB,,,,,,,,,,
Rason Williams,,DL,,,,,,,,,,
Chauncey Rivers,,LB,,,,,,,,,,
Stevie Tu'ikolovatu,,NT,,,,,,,,,,
Johnny Hudson,,DT,,,,,,,,,,
Thor Griffith,,DT,,,,,,,,,,
Lawrence Marshall,,DL,,,,,,,,,,
Johnny Dwight,,NT,,,,,,,,,,
Nathan Voorhis,,DE,,,,,,,,,,
Jason Lewan,,DL,,,,,,,,,,
Josh Fatu,,DT,,,,,,,,,,
Ray Lima,,DT,,,,,,,,,,
Alec James,,DE,,,,,,,,,,
Wes Horton,,DE,,,,,,,,,,
Kayden McDonald,HOU,DL,,,,,,,,,,
Haskell Garrett,,DL,,,,,,,,,,
Durval Queiroz Neto,MIA,G,,,,,,,,,,
Brandon Dunn,,NT,,,,,,,,,,
Frank Herron,,DE,,,,,,,,,,
Nelson Paul,,DE,,,,,,,,,,
Travis Raciti,,NT,,,,,,,,,,
Rasheem Green,,DE,,,,,,,,,,
Mike Panasiuk,,DT,,,,,,,,,,
Corbin Kaufusi,,OL,,,,,,,,,,
Owen Porter,,DL,,,,,,,,,,
Josiah Bronson,,DT,,,,,,,,,,
Trysten Hill,,DT,,,,,,,,,,
Jonathan Garvin,,LB,,,,,,,,,,
Jer'Zhan Newton,WAS,DL,,,,,,,,,,
Corey Liuget,,DT,,,,,,,,,,
Delontae Scott,,LB,,,,,,,,,,
Ronald Ollie,,DE,,,,,,,,,,
LaRon Stokes,,DT,,,,,,,,,,
Justus Reed,,DE,,,,,,,,,,
