player,team,pos,opp,pts_ppr,pass_att,pass_cmp,pass_inc,pass_yd,pass_td,pass_int,pass_sack,pass_fd,rush_att,rush_yd,rush_td,rush_fd,rec,rec_tgt,rec_yd,rec_td,rec_fd,fum_lost,pts_allow,fgm,xpm,sack,int,fum_rec,def_td
Derrick Willies,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jared Murphy,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam Schnee,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tony Brown,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Bachman,LAR,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameron Ross,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke Floriea,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Erickson,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Burt,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Simms,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jontre Kirklin,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamari Thrash,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joseph Parker,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maurice Alexander,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyrus Holder,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenny Stills,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andre Patton,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malik Turner,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelvin Harmon,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jahmal Banks,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denzel Mims,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dontay Demus,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jermaine Jackson,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Jackson,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Trammell,JAX,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calvin Austin,NYG,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Veasy,,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,
