player,team,pos,opp,pts_ppr,pass_att,pass_cmp,pass_inc,pass_yd,pass_td,pass_int,pass_sack,pass_fd,rush_att,rush_yd,rush_td,rush_fd,rec,rec_tgt,rec_yd,rec_td,rec_fd,fum_lost,pts_allow,fgm,xpm,sack,int,fum_rec,def_td
Noah Gindorff,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Gordon,DET,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Mallory,IND,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake Burt,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chase Allen,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Velling,ATL,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darion Clark,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason Reese,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Rodgers,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Bazile,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerome Washington,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dallin Holker,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
John FitzPatrick,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heinrich Haarberg,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Griffin Hebert,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Michael Gyllenborg,KC,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zack Kuntz,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake Powell,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Petaia,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geor'Quarius Spivey,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erik Krommenhoek,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barrett Burns,BAL,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jermaine Terry,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moral Stephens,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Gentry,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton Wilson,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dae'Quan Wright,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rob Gronkowski,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Mabry,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Becker,,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
