player,team,pos,opp,solo,ast,sack,int,pd,tfl,ff,fr,def_td
Boogie Roberts,,DT,,,,,,,,,,
Cian Slone,LV,DE,,,,,,,,,,
Henry Anderson,,DE,,,,,,,,,,
Zion Young,BAL,DE,,,,,,,,,,
Austin Edwards,,DE,,,,,,,,,,
Kurt Hinish,,DT,,,,,,,,,,
Kaieem Caesar,,DT,,,,,,,,,,
Jalyx Hunt,PHI,DL,,,,,,,,,,
JaQuan Bailey,,DE,,,,,,,,,,
Caleb Sampson,,DT,,,,,,,,,,
Christian Ringo,,DT,,,,,,,,,,
Calvin Avery,,DT,,,,,,,,,,
Roderick Young,,DT,,,,,,,,,,
C.J. Ravenell,NYG,DL,,,,,,,,,,
Kyle Love,,NT,,,,,,,,,,
Samson Ebukam,ATL,DE,,,,,,,,,,
Xavier Williams,,DT,,,,,,,,,,
Jaxson Moi,LAR,DT,,,,,,,,,,
Genard Avery,,LB,,,,,,,,,,
Jeremiah Harris,,DE,,,,,,,,,,
Ricky Walker,,DL,,,,,,,,,,
Daymond Williams,,DT,,,,,,,,,,
J.T. Jones,PIT,DE,,,,,,,,,,
Jonathan Bonner,,DE,,,,,,,,,,
Tautala Pesefea,,DL,,,,,,,,,,
Shakir Soto,,DE,,,,,,,,,,
Drew Sanders,,LB,,,,,,,,,,
Ronnie Perkins,,LB,,,,,,,,,,
Sylvester Williams,,DT,,,,,,,,,,
Jonathan Marshall,,DT,,,,,,,,,,
Damion Daniels,,DT,,,,,,,,,,
Denzel Daxon,,DL,,,,,,,,,,
Patrick Gamble,,DE,,,,,,,,,,
Jacub Panasiuk,,DE,,,,,,,,,,
John Simon,,LB,,,,,,,,,,
Taylor Upshaw,,DE,,,,,,,,,,
Terrell Suggs,,LB,,,,,,,,,,
Quentin Bivens,,DL,,,,,,,,,,
Steve Miller,,DE,,,,,,,,,,
Gabriel Murphy,,DL,,,,,,,,,,
Bijhon Jackson,,NT,,,,,,,,,,
Lenny Jones,,DE,,,,,,,,,,
DJ Withers,,DT,,,,,,,,,,
Taco Charlton,,DE,,,,,,,,,,
Jett Stanley,,DT,,,,,,,,,,
Mario Edwards,HOU,DE,,,,,,,,,,
Tomari Fox,,DL,,,,,,,,,,
DaQuan Jones,NE,DT,,,,,,,,,,
C.J. West,SF,DT,,,,,,,,,,
Cam Horsley,ARI,DT,,,,,,,,,,
Jalen Dalton,,DT,,,,,,,,,,
Logan Lee,PIT,DL,,,,,,,,,,
Ondre Pipkins,,DE,,,,,,,,,,
Matthew Judon,,LB,,,,,,,,,,
Kody Huisman,,DL,,,,,,,,,,
Ifeanyi Maijeh,,DL,,,,,,,,,,
MJ Anderson,,DE,,,,,,,,,,
Zacch Pickens,ATL,DL,,,,,,,,,,
Caeveon Patton,,DT,,,,,,,,,,
Rashard Lawrence,,DT,,,,,,,,,,
Delvon Simmons,,DT,,,,,,,,,,
Marquise Copeland,,DT,,,,,,,,,,
Eyabi Okie-Anoma,,DL,,,,,,,,,,
Deshawn McCarthy,,DE,,,,,,,,,,
Isaiah Coe,,DL,,,,,,,,,,
Coziah Izzard,,DT,,,,,,,,,,
Kingsley Jonathan,NYJ,DT,,,,,,,,,,
Anthony Montalvo,,DT,,,,,,,,,,
Branson Deen,,DL,,,,,,,,,,
Greg Gaines,BUF,DT,,,,,,,,,,
Wyatt Ray,,DE,,,,,,,,,,
Kyler Fackrell,,LB,,,,,,,,,,
Deshawn McKnight,,DL,,,,,,,,,,
Jason Pierre-Paul,,LB,,,,,,,,,,
Chris Okoye,,DT,,,,,,,,,,
Joey Bosa,,LB,,,,,,,,,,
Josiah Green,,DT,,,,,,,,,,
Elijah Ponder,,LB,,,,,,,,,,
Israel Antwine,,DT,,,,,,,,,,
Joe Ostman,,DE,,,,,,,,,,
Trent Murphy,,DE,,,,,,,,,,
Pita Taumoepenu,,LB,,,,,,,,,,
Charles Snowden,,LB,,,,,,,,,,
Taki Taimani,,DL,,,,,,,,,,
Gerald McCoy,,DT,,,,,,,,,,
Curtis Cothran,,NT,,,,,,,,,,
Raymond Johnson,,DE,,,,,,,,,,
Khalil Davis,,DT,,,,,,,,,,
Alani Pututau,,LB,,,,,,,,,,
Jerrod Clark,,DL,,,,,,,,,,
Ovie Oghoufo,,DE,,,,,,,,,,
Brent Urban,,DE,,,,,,,,,,
Adisa Isaac,BAL,DE,,,,,,,,,,
Roy Philon,,NT,,,,,,,,,,
Brock Martin,,DE,,,,,,,,,,
Rene Konga,MIA,DL,,,,,,,,,,
Shaka Toney,,DE,,,,,,,,,,
Derrick Tangelo,,DT,,,,,,,,,,
Michael Barnett,,DT,,,,,,,,,,
Tyler Batty,MIN,DL,,,,,,,,,,
Jared Goldwire,,DT,,,,,,,,,,
Josh Banks,,DT,,,,,,,,,,
Bunmi Rotimi,,DE,,,,,,,,,,
Brandon Cleveland,LV,DT,,,,,,,,,,
Daniel Archibong,,DT,,,,,,,,,,
T.J. Daniel,,DE,,,,,,,,,,
Marlon Tuipulotu,,DT,,,,,,,,,,
Anthony Dunn,,DE,,,,,,,,,,
Gaelin Elmore,,DE,,,,,,,,,,
Jason Strowbridge,,DE,,,,,,,,,,
Rayshad Nichols,,DT,,,,,,,,,,
Dion Novil,,DT,,,,,,,,,,
Trevon Sanders,,NT,,,,,,,,,,
Morgan Fox,,DE,,,,,,,,,,
Shaun Peterson,,DE,,,,,,,,,,
Sailosi Latu,,DT,,,,,,,,,,
Lawrence Guy,,DT,,,,,,,,,,
Nathan Pickering,,DT,,,,,,,,,,
Vincent Anthony,SF,DE,,,,,,,,,,
Judge Culpepper,,DT,,,,,,,,,,
Amare Barno,,DL,,,,,,,,,,
Iseoluwapo Jegede,,NT,,,,,,,,,,
Jerry Hughes,,DE,,,,,,,,,,
Tre Colbert,,DL,,,,,,,,,,
Rueben Bain,TB,DL,,,,,,,,,,
Myjai Sanders,,DL,,,,,,,,,,
Jay Tufele,,DT,,,,,,,,,,
Isaiah Iton,,DL,,,,,,,,,,
Calvin Taylor,,DE,,,,,,,,,,
Tito Odenigbo,,DT,,,,,,,,,,
Jovan Swann,,DE,,,,,,,,,,
Bruce Irvin,,LB,,,,,,,,,,
Moubarak Djeri,,DE,,,,,,,,,,
Nate Matlack,,DE,,,,,,,,,,
Jack Crawford,,DT,,,,,,,,,,
Jayson Ademilola,,DT,,,,,,,,,,
Ray Smith,,DT,,,,,,,,,,
Azeez Ojulari,LV,LB,,,,,,,,,,
Folorunso Fatukasi,LV,DT,,,,,,,,,,
Aiulua Fanene,GB,DT,,,,,,,,,,
Blake Mangelson,,DE,,,,,,,,,,
Perrion Winfrey,,DL,,,,,,,,,,
B.J. Larsen,,DE,,,,,,,,,,
Earnest Brown,,DE,,,,,,,,,,
Mason Narcisse,,DL,,,,,,,,,,
Avery Moss,,DE,,,,,,,,,,
Bralen Trice,ATL,DE,,,,,,,,,,
Collin Oliver,GB,DE,,,,,,,,,,
Breiden Fehoko,,NT,,,,,,,,,,
Casey Toohill,,DE,,,,,,,,,,
Malakai Williams,,DE,,,,,,,,,,
Austin Larkin,,DE,,,,,,,,,,
Julien Obioha,,DE,,,,,,,,,,
Sebastian Valdez,SF,DL,,,,,,,,,,
James Carpenter,,DL,,,,,,,,,,
Leki Fotu,,DT,,,,,,,,,,
Nick Williams,,DE,,,,,,,,,,
Ryan Kerrigan,,DE,,,,,,,,,,
Quinton Jefferson,,DT,,,,,,,,,,
Keondre Coburn,,DT,,,,,,,,,,
Da'Shawn Hand,ATL,DT,,,,,,,,,,
Demetrius Taylor,,DT,,,,,,,,,,
Eli Mencer,,DE,,,,,,,,,,
Zach Durfee,JAX,DE,,,,,,,,,,
Fatorma Mulbah,,DL,,,,,,,,,,
Jeffery Whatley,,DT,,,,,,,,,,
P.J. Mustipher,,NT,,,,,,,,,,
Nate Lynn,NYJ,DL,,,,,,,,,,
Austrian Robinson,,DE,,,,,,,,,,
Henry Mondeaux,,DE,,,,,,,,,,
Fletcher Cox,,DT,,,,,,,,,,
Jahfari Harvey,,DE,,,,,,,,,,
Habakkuk Baldonado,,DE,,,,,,,,,,
Caleb Murphy,LAC,DE,,,,,,,,,,
Woodrow Hamilton,NYG,DT,,,,,,,,,,
Antwaun Woods,,DT,,,,,,,,,,
Larry Ogunjobi,,DT,,,,,,,,,,
