player,team,pos,opp,pts_ppr,pass_att,pass_cmp,pass_inc,pass_yd,pass_td,pass_int,pass_sack,pass_fd,rush_att,rush_yd,rush_td,rush_fd,rec,rec_tgt,rec_yd,rec_td,rec_fd,fum_lost,pts_allow,fgm,xpm,sack,int,fum_rec,def_td
Pat Freiermuth,PIT,TE,CIN,8.85,,,,,,,,,,,,,3.58,4.63,38.09,0.24,3.81,0.01,,,,,,,
Colston Loveland,CHI,TE,PHI,8.76,,,,,,,,,0.05,0.19,0.0,0.02,3.18,4.7,37.3,0.3,3.73,0.01,,,,,,,
T.J. Hockenson,MIN,TE,TB,8.76,,,,,,,,,,,,,3.62,4.68,36.27,0.25,3.63,0.01,,,,,,,
Isaiah Likely,NYG,TE,TEN,8.54,,,,,,,,,,,,,3.34,4.11,38.54,0.22,3.85,0.01,,,,,,,
AJ Barner,SEA,TE,WAS,8.4,,,,,,,,,0.64,2.58,0.04,0.26,2.92,3.7,31.63,0.31,3.16,0.01,,,,,,,
Darren Waller,CAR,TE,CLE,7.99,,,,,,,,,,,,,2.93,4.19,29.57,0.35,2.96,0.01,,,,,,,
Terrance Ferguson,LAR,TE,DEN,7.73,,,,,,,,,,,,,2.73,5.58,30.89,0.31,3.09,0.01,,,,,,,
Cade Otton,TB,TE,MIN,7.22,,,,,,,,,,,,,3.15,4.48,30.7,0.17,3.07,0.01,,,,,,,
Greg Dulcich,MIA,TE,KC,6.93,,,,,,,,,,,,,2.83,3.72,31.94,0.15,3.19,0.01,,,,,,,
Kenyon Sadiq,NYJ,TE,DET,6.92,,,,,,,,,0.11,0.5,0.01,0.05,2.96,4.01,27.37,0.19,2.74,0.01,,,,,,,
Mike Gesicki,CIN,TE,PIT,6.4,,,,,,,,,,,,,2.56,3.49,27.74,0.18,2.77,0.01,,,,,,,
Gunnar Helm,TEN,TE,NYG,6.39,,,,,,,,,,,,,3.0,3.67,25.38,0.14,2.54,0.01,,,,,,,
Colby Parkinson,LAR,TE,DEN,5.96,,,,,,,,,,,,,2.28,3.45,22.01,0.25,2.2,0.01,,,,,,,
Evan Engram,DEN,TE,LAR,5.19,,,,,,,,,,,,,2.29,3.07,21.42,0.13,2.14,0.01,,,,,,,
Michael Mayer,LV,TE,NO,4.41,,,,,,,,,,,,,2.08,2.93,18.02,0.09,1.8,0.01,,,,,,,
Dawson Knox,BUF,TE,LAC,4.23,,,,,,,,,,,,,1.49,2.12,16.54,0.18,1.65,0.01,,,,,,,
Noah Fant,NO,TE,LV,3.79,,,,,,,,,,,,,1.51,2.0,13.87,0.15,1.39,0.01,,,,,,,
Darnell Washington,PIT,TE,CIN,3.71,,,,,,,,,,,,,1.57,2.13,16.77,0.08,1.68,0.01,,,,,,,
Noah Gray,KC,TE,MIA,3.41,,,,,,,,,,,,,1.36,1.78,13.78,0.11,1.38,0.01,,,,,,,
Drew Sample,CIN,TE,PIT,3.32,,,,,,,,,,,,,1.5,1.86,13.23,0.08,1.32,0.01,,,,,,,
Jonnu Smith,GB,TE,ATL,3.26,,,,,,,,,,,,,1.39,1.94,12.53,0.1,1.25,0.01,,,,,,,
Johnny Mundt,PHI,TE,CHI,3.19,,,,,,,,,,,,,1.32,1.87,13.46,0.09,1.35,,,,,,,,
Cole Kmet,CHI,TE,PHI,3.17,,,,,,,,,,,,,1.36,1.96,12.8,0.09,1.28,0.01,,,,,,,
Elijah Arroyo,SEA,TE,WAS,3.09,,,,,,,,,,,,,1.13,1.6,13.96,0.1,1.4,0.0,,,,,,,
Foster Moreau,HOU,TE,IND,3.04,,,,,,,,,,,,,1.24,1.54,13.14,0.08,1.31,0.0,,,,,,,
Zach Ertz,PHI,TE,CHI,3.0,,,,,,,,,,,,,1.24,1.67,12.66,0.08,1.27,0.0,,,,,,,
Tommy Tremble,CAR,TE,CLE,2.96,,,,,,,,,,,,,1.29,1.77,10.54,0.1,1.05,0.0,,,,,,,
